"EP/K503241/1","['11780', '107295']"
"EP/K009745/1","['470', '43668', '-12991']"
"EP/I033491/1","['14362', '45311', '15074', '225', '11780', '10928', '-161230', '11579', '116932', '107295']"
"S/A000013/1","['7695']"
"EP/L011395/1","['-121752']"
"EP/M018075/1","['87895']"
"EP/M025330/1","['123469', '94859', '-188962', '52001', '-120856', '43826', '-486867', '-468308']"
"EP/N018680/1","['10115', '86737', '53039', '-27332', '20508', '-218517']"
"EP/L010437/1","['102975', '15493']"
"EP/N016920/1","['47424', '-417928', '-447973']"
"EP/M000869/1","['45650', '92216', '116335', '-22332', '-253345']"
"EP/M010767/1","['-1364', '50661', '83536']"
"EP/M010724/1","['87905', '-34740', '-1515', '-2391']"
"EP/M000508/1","['97323', '16561', '84466']"
"EP/L01243X/1","['-10819', '41202', '107535']"
"EP/I038470/1","['42641', '29233']"
"EP/I038411/1","['4012', '39348']"
"EP/J017027/1","['-393789']"
"EP/K034480/1","['97323', '84687', '8964', '57632', '-364453', '106108']"
"EP/L023024/1","['83144', '42882', '107671']"
"EP/I028900/2","['115947']"
"EP/L02327X/1","['-215131', '9444', '92980', '-454430']"
"EP/K026267/1","['-52752', '90693']"
"EP/L020335/1","['-422891']"
"EP/L015137/1","['52920', '72328', '97323']"
"EP/M010910/1","['-487126']"
"EP/P002420/1","['-558767']"
"EP/M025365/1","['-501568']"
"EP/M016846/1","['-496711']"
"EP/M013642/1","['-493926']"
"EP/N019504/1","['-25773']"
"EP/K020692/1","['9960']"
"EP/M011771/1","['-494097']"
"EP/K012045/1","['-417977']"
"EP/N004566/1","['-426209']"
"EP/M015874/1","['-405962']"
"EP/J019496/1","['-90701', '34371', '-161216']"
"EP/N004833/1","['-90701']"
"EP/M009408/1","['-25773', '-25777']"
"EP/L020408/1","['-211882', '-157812']"
"EP/L023989/1","['12032']"
"EP/N023927/1","['-449222']"
"EP/M018954/1","['1051', '38091']"
"EP/L002922/1","['-297224', '10686']"
"EP/L003090/1","['77621', '-26224']"
"EP/L00285X/1","['69341']"
"EP/M022668/1","['15016', '-38849']"
"EP/J005452/1","['-212988']"
"EP/L019876/1","['128496', '-165743']"
"EP/L020696/1","['117293', '58317']"
"EP/M024423/1","['-297224', '48497', '10686', '-133775']"
"EP/M019020/1","['10686', '-93235']"
"EP/M018504/1","['69341', '-253001']"
"EP/N03404X/1","['96532', '94987', '-240925']"
"EP/K028960/1","['-187259', '-211701']"
"EP/K025945/1","['-94404']"
"EP/K025988/1","['-111019', '-179793']"
"EP/K027018/1","['-130158']"
"EP/K025562/1","['106049']"
"EP/N016718/1","['-506975']"
"EP/L019760/1","['-99434']"
"EP/N032446/1","['11955', '-12285', '21594']"
"EP/M028941/1","['15016', '113823', '27196', '27691']"
"EP/M029034/1","['109713', '-515513']"
"EP/N004817/1","['-521782']"
"EP/M005046/1","['38932', '7270']"
"EP/M00497X/1","['58845']"
"EP/N029119/1","['596']"
"EP/N014685/1","['-99335']"
"EP/M02458X/1","['11750', '-416678', '-192625', '-184920', '-99335']"
"EP/M000923/1","['7253', '107868', '-253001', '-265313', '69341']"
"EP/M007065/1","['-187259']"
"EP/M006581/1","['-176916', '-176708']"
"EP/M01052X/1","['-191377']"
"EP/M019691/1","['-467828']"
"EP/L019914/1","['28709', '-244585', '31280']"
"EP/K026429/1","['70341', '111783', '-420340', '-197833', '-159967', '70382', '109648', '-558232', '-366569']"
"EP/K02888X/1","['6372']"
"EP/M021661/1","['-21519', '60514', '-70595']"
"EP/K004700/1","['40414']"
"EP/M017656/1","['120322', '4180']"
"EP/L505225/1","['12398', '3558', '55538']"
"EP/L505237/1","['73473']"
"EP/N018427/1","['122900', '50582', '-399564', '-198753', '-424503', '43946', '-518814', '87566']"
"EP/K029053/1","['-10157', '15868']"
"EP/K016636/1","['-219248', '-178909', '45311', '39014', '-227807']"
"EP/K028995/1","['61977']"
"EP/I015507/1","['71403', '-88630']"
"EP/L015218/1","['94941', '-186322', '-10157', '-11293', '15868']"
"EP/M01486X/1","['10789', '-189972', '-23413', '78648', '9602', '21343', '-406899']"
"EP/N007638/1","['51079', '97085', '-355889', '-249135', '99913', '-208014', '-189602', '27648', '29260', '44645', '38007', '-385869', '-23562', '94803']"
"EP/K01658X/1","['-255333', '78648', '72193', '93226', '-420725', '110062', '32176']"
"EP/I015698/1","['50582', '3366']"
"EP/L019787/1","['-183025']"
"EP/L019922/1","['-187843', '112671']"
"EP/L017679/1","['54239', '95046', '110062', '34731', '-216184']"
"EP/K028316/1","['83313', '36103', '3113', '62745', '-258685']"
"EP/N00762X/1","['12208', '13096', '51845', '17757', '-165020', '105998', '-96217', '107535', '41202', '-490603', '40395', '-10819']"
"EP/M017559/1","['-104824', '125669']"
"EP/M01777X/1","['10640']"
"EP/M017591/1","['107194', '-500649']"
"EP/K031686/1","['34187', '-402568', '39566', '9858', '75149', '97269']"
"EP/K031406/1","['100464', '-206937', '54110', '-20431', '-244818']"
"EP/L017393/1","['2953', '-10368', '102972', '11678', '-458785', '87797']"
"EP/M009092/1","['49821', '-144950', '-116900', '69966']"
"EP/N021975/1","['-478483']"
"EP/N011368/1","['-491772']"
"EP/L021714/1","['-422498']"
"EP/M020983/1","['34558', '-494458', '-146464']"
"EP/M507829/1","['-449796']"
"EP/L505134/1","['92566']"
"EP/L505249/1","['-198449']"
"EP/M015211/1","['5300', '-384391', '17333', '9985', '112671', '100624', '-447973', '118390', '-248516']"
"EP/L006316/1","['11315']"
"EP/N024354/1","['2390', '-421462', '-455822']"
"EP/N024508/1","['-421462']"
"EP/M012247/1","['-392192']"
"EP/M020932/1","['110324', '41799', '59078']"
"EP/L025213/1","['12945', '125098', '-128087', '43874', '110100', '102002', '-401501', '27204', '-295071', '111231']"
"EP/N010159/1","['-258910', '-366390']"
"EP/L02084X/1","['82611']"
"EP/M020657/1","['-474170', '27650']"
"EP/J018651/1","['-388198']"
"EP/M020835/1","['-198016', '27937']"
"EP/N007174/1","['-162772', '-150360']"
"EP/N010345/1","['123098', '84019', '37267', '50962', '4136', '-14476', '5179', '-252570']"
"EP/L01534X/1","['-132821', '-418628', '-153431', '81738', '73642', '4180', '80335', '38418', '55713', '106090']"
"EP/L015102/1","['12133', '-117404']"
"EP/L015099/1","['-88630', '-411389']"
"EP/L016389/1","['109648', '95046', '59590']"
"EP/I033335/2","['81738', '-418628', '-132821', '73642', '4180', '80335', '3262', '106090']"
"EP/I033513/1","['36758', '45862', '-183918', '38559', '-117404', '73396', '12133', '17375', '-37715', '23098', '54239', '95046', '109849', '28516']"
"EP/K030884/1","['50579', '46128', '11780', '73581', '-163375', '19500', '731', '-21466', '55713', '-232442', '32006']"
"EP/L01498X/1","['-421878']"
"EP/J018694/1","['-366390']"
"EP/N020421/1","['-210271']"
"EP/N009088/1","['4180']"
"EP/N002547/1","['46128', '-305040']"
"EP/K017144/1","['5179', '-107177', '10928']"
"EP/K029010/1","['19500', '98699', '-232442']"
"EP/N031687/1","['28488', '45429']"
"EP/N031717/1","['80230']"
"EP/K027530/1","['21378', '103908']"
"EP/M020746/1","['-421878', '53333']"
"EP/M02072X/1","['-153431', '4180']"
"EP/M507817/1","['-295071']"
"EP/M020851/1","['109154', '36473']"
"EP/K50323X/1","['12133', '54239']"
"EP/I01800X/1","['13313']"
"EP/M02086X/1","['11780', '112671']"
"EP/M003949/1","['9602']"
"EP/M507830/1","['116884', '51798']"
"EP/M020827/1","['-419950', '-464939']"
"EP/N004388/1","['4633', '-323578', '-124444']"
"EP/N00468X/1","['119191']"
"EP/M507696/1","['51079', '-208014', '-23562']"
"EP/N006372/1","['106091', '6534', '42271']"
"EP/M008975/1","['-445427']"
"EP/N018281/1","['110324', '4633', '59852']"
"EP/K018388/1","['-184570', '33877', '-190002', '507', '-251551']"
"EP/M008983/1","['101873']"
"EP/K018345/1","['-192622', '-211133', '50582', '41056', '73473', '100021']"
"EP/I017933/1","['76625']"
"EP/K031368/1","['2390', '119681']"
"EP/M009149/1","['-493443', '-380510']"
"EP/M020738/1","['-164335', '-284606']"
"EP/N034627/1","['107653', '-117618']"
"EP/N034783/1","['31479']"
"EP/M020703/1","['-190766', '-90795']"
"EP/M020754/1","['60157']"
"EP/M015149/1","['40402', '31602']"
"EP/M020916/1","['107535', '111353']"
"EP/L015188/2","['-456328']"
"EP/M020401/1","['15493', '-95524']"
"EP/M009106/1","['-452119']"
"EP/M022854/1","['-257263', '41348', '8323']"
"EP/N508974/1","['48255', '105644', '65725']"
"EP/M020770/1","['51845']"
"EP/N033736/1","['-188805', '-150360', '-162772', '-557917']"
"EP/N022998/1","['40346']"
"EP/L505195/1","['-124610']"
"EP/M023044/1","['117583', '-416969', '-476398', '58698', '14618', '-360755', '-97525', '-79280', '12195']"
"EP/N018524/1","['12398', '3558', '55538', '-473490', '-485084']"
"EP/K031430/1","['-183918', '31317', '-198610', '46253', '-117404', '790', '23398', '54239', '96816', '36758', '-515733']"
"EP/L019655/1","['71357', '-111306', '113265']"
"EP/M507672/1","['-473490', '-301711']"
"EP/L020572/1","['3091', '49315', '-117645', '75945', '79662', '-70780', '-81677', '-37956', '-462634', '-219125']"
"EP/N010493/1","['16234', '13851', '46286', '117015', '-128441', '3262', '127919', '80862', '41801', '-517227', '-550868']"
"EP/M020940/1","['3414', '126212']"
"EP/M008827/1","['-414548']"
"EP/L014971/1","['-441613']"
"EP/M507684/1","['125098']"
"EP/M015173/1","['-366390', '40395', '-462639', '58296', '105182', '17558', '-258910', '-165743', '44914']"
"EP/K041215/1","['-162964']"
"EP/P00122X/1","['29222', '79198', '7492', '41039', '-296257', '21940', '-108034', '37446']"
"EP/K004913/1","['-401170']"
"EP/P001483/1","['-74271', '15688', '10686', '-297224', '-133775', '-93235']"
"EP/L027348/1","['14479', '41801']"
"EP/L026287/1","['46119', '72178', '100126']"
"EP/J015059/1","['55348', '105502', '-115235', '12204']"
"EP/K026763/1","['-189602', '-23955']"
"EP/K025724/1","['13855']"
"EP/G036772/1","['17375', '68917', '5103', '76548']"
"EP/M020398/1","['36081', '119191', '-253159', '-82561']"
"EP/M000524/1","['93353', '28187', '-201321', '-191939', '-107177', '5587', '5961']"
"EP/N002288/1","['-286983']"
"EP/L02697X/1","['-297512']"
"EP/K004956/1","['44789', '49125', '90652', '45006', '-22602', '21422', '-250227']"
"EP/K025112/1","['42822']"
"EP/K006304/1","['79198']"
"EP/L017091/1","['54502', '-391743', '14131', '74084', '99170']"
"EP/M009033/1","['18960']"
"EP/M008487/1","['40395']"
"EP/K032518/1","['8919', '-187618', '-120053', '-122021', '44916', '42975', '6475', '58296', '-415585', '106108', '82960']"
"EP/M016234/1","['114424']"
"EP/M016250/1","['27203']"
"EP/M003027/1","['91227', '-108796', '79198', '107868']"
"EP/N02396X/1","['-304211', '-423005']"
"EP/N023048/1","['-439797']"
"EP/M023958/1","['-434052', '-406143', '-486867', '8058', '27197']"
"EP/M023060/1","['1352']"
"EP/M022978/1","['-507401']"
"EP/M023109/1","['-79655', '101042', '-115099', '-79695']"
"EP/M023303/1","['-506982', '-507509']"
"EP/N019512/1","['-502922']"
"EP/N022009/1","['4822']"
"EP/N020278/1","['40395']"
"EP/N020057/1","['92211', '6534']"
"EP/K010298/1","['119795', '46239']"
"EP/K009710/1","['39423', '96463']"
"EP/N007239/1","['-504069']"
"EP/M000966/1","['-121516', '-258685', '83313']"
"EP/M000710/1","['29227', '29675']"
"EP/M000737/1","['-3143', '125768']"
"EP/K011413/1","['12321']"
"EP/K007734/1","['49267']"
"EP/G036780/1","['33629', '10843', '10082']"
"EP/H022309/1","['72898', '124504', '650', '-174732', '-143737', '21399', '-130032', '128730', '73970']"
"EP/L022907/1","['119903']"
"EP/M009521/1","['2132', '8088', '27648', '-353649', '25572', '-107177', '68130']"
"EP/K030132/1","['125790', '-107177', '26910']"
"EP/K029649/1","['10789']"
"EP/K02910X/1","['38227']"
"EP/K030302/1","['35449', '53128', '213', '37572', '-99388', '108792']"
"EP/K016288/1","['8088', '40202', '74086', '2663', '21422', '-250227']"
"EP/K015540/1","['8058', '-118647', '-108890', '-110111', '34721']"
"EP/N026411/1","['-539365']"
"EP/M002489/2","['-87368']"
"EP/M002438/1","['-297059']"
"EP/M002322/2","['110016']"
"EP/M002500/1","['-114556']"
"EP/M002462/1","['43864']"
"EP/M007073/1","['-478728']"
"EP/J015482/1","['11049']"
"EP/K008587/1","['-110940']"
"EP/K008544/1","['82895', '39423', '5296']"
"EP/L016273/1","['102002', '32006']"
"EP/L015315/1","['11552', '-382671', '33877', '-24417', '79193', '5570', '95011', '67002', '82960']"
"EP/L015331/1","['13851', '29233', '17558', '117015']"
"EP/L01680X/1","['17379', '-112905', '-253734', '28387']"
"EP/L016788/1","['24398']"
"EP/L015862/1","['31891', '-211444']"
"EP/L015277/1","['76839', '-188242']"
"EP/L01663X/1","['91121', '13417', '14228', '45429', '58708', '29692']"
"EP/M003752/1","['-486469']"
"EP/L002493/1","['-21683']"
"EP/N026071/1","['27218']"
"EP/N025822/1","['-161248']"
"EP/L014114/1","['21578', '108099', '-414007']"
"EP/L014076/1","['-230755']"
"EP/M015653/1","['119793']"
"EP/M015513/1","['92211', '109756']"
"EP/L024977/1","['-418387']"
"EP/P001386/1","['14032', '9383', '107838', '17349', '55631']"
"EP/I02946X/1","['17375', '76548', '13484', '93226', '54239', '110062', '68917', '37135']"
"EP/P001440/1","['-192585', '-417600', '16716', '37835']"
"EP/M01083X/1","['-185356', '5587']"
"EP/J015849/1","['9043', '-253003', '111427']"
"EP/G037388/1","['24398']"
"EP/L012995/1","['73259', '-90795']"
"EP/J017272/1","['-167226', '53167', '-130149', '6220', '73994', '27411', '61198', '113681', '65747']"
"EP/P001521/1","['16679', '102911', '42978', '37835']"
"EP/N004884/1","['27178', '-215054', '-200617', '85552', '-422154', '73421', '72078', '76723', '74084']"
"EP/N032470/1","['7021', '99939']"
"EP/N032233/1","['41801']"
"EP/N032497/1","['106553']"
"EP/H020047/1","['32006', '-3143', '99913', '125768', '104237', '29278', '-45486']"
"EP/J002275/1","['-97350']"
"EP/K008749/2","['1396', '42450', '32176', '9333']"
"EP/J018589/1","['79198', '434']"
"EP/J018503/1","['66455']"
"EP/M009297/1","['39014']"
"EP/M00662X/1","['28488', '-87724', '6605']"
"EP/M006727/1","['119151', '34577']"
"EP/M027295/1","['-453485']"
"EP/M02881X/1","['-481022']"
"EP/K017683/1","['-385120', '95035']"
"EP/M009580/1","['-250227']"
"EP/M009602/1","['-401501']"
"EP/N004272/1","['39732']"
"EP/M000605/1","['35449', '11870']"
"EP/N006577/1","['-470126']"
"EP/L027151/1","['47424', '-184270', '115433', '117202', '-227807']"
"EP/L025825/1","['125973']"
"EP/N01703X/1","['13140']"
"EP/N017218/1","['-133775']"
"EP/N01717X/1","['-165362']"
"EP/K014331/1","['596']"
"EP/M010643/1","['-96533', '73975']"
"EP/M011925/1","['-166380']"
"EP/N002423/1","['79198', '91227']"
"EP/K003151/1","['108774']"
"EP/N018605/1","['-426154']"
"EP/N019784/1","['27411', '-130149', '77517', '-167226']"
"EP/M000044/1","['-16489', '36081', '1799', '-219480']"
"EP/K016520/1","['5587']"
"EP/K018051/1","['34656', '35961']"
"EP/K017799/1","['128171']"
"EP/N002199/1","['16252', '52838']"
"EP/K018132/1","['-5438']"
"EP/K018396/1","['72078', '-399342']"
"EP/K001515/1","['46177', '31891']"
"EP/K030671/1","['46239', '-139598', '119795']"
"EP/K028510/1","['47424', '-184270', '24']"
"EP/M013812/1","['77807', '36081', '-16489', '-38880', '126765', '41518', '44683', '119793']"
"EP/N019040/1","['-534752']"
"EP/N021754/1","['-118863']"
"EP/K011987/1","['36081', '-13342', '55348', '-145946']"
"EP/K011804/1","['-120643']"
"EP/I004637/1","['-188595']"
"EP/M005186/2","['-479575']"
"EP/N014022/1","['-468308']"
"EP/L020114/1","['43825']"
"EP/N026438/1","['-423577']"
"EP/M005607/1","['-143737', '36103', '-430733', '-189692', '-130032', '-174732', '-3143', '1352', '73970', '16037', '72898', '110100', '125768', '650', '21399', '-478078', '-223190']"
"S/A000016/1","['0']"
"EP/M008754/1","['82953', '74084', '31891', '49257']"
"EP/M008061/1","['10910']"
"EP/M005933/1","['107511', '-128137']"
"EP/M005895/1","['14056']"
"EP/N013972/1","['21394']"
"EP/L017008/1","['27197']"
"EP/K034405/1","['-248634']"
"EP/L014068/1","['5562', '29191']"
"EP/K013009/1","['-163941']"
"EP/K012940/1","['4088']"
"EP/K012576/1","['44789']"
"EP/K012568/1","['38711']"
"EP/M015319/1","['109849', '12133']"
"EP/M014800/1","['128044']"
"EP/M012905/1","['62745']"
"EP/K041150/1","['29233']"
"EP/L026066/1","['-462639']"
"EP/M022706/1","['97168']"
"S/A000018/1","['52898']"
"EP/P001513/1","['-422154', '85552', '37749', '52898']"
"S/A000015/1","['102906']"
"EP/M003132/1","['111741', '32110', '-175388']"
"EP/K016202/1","['45429', '15555', '-486966']"
"EP/L017466/1","['51079']"
"EP/G037221/1","['47424']"
"EP/L021129/1","['13096', '-416643', '45941', '-165020', '-111019', '74102', '6534', '105791']"
"EP/I023879/1","['116107']"
"EP/M022412/1","['-410006']"
"EP/L019884/1","['-385869']"
"EP/L019965/1","['109210']"
"EP/L019825/1","['106168']"
"EP/P510178/1","['-37956', '60818']"
"EP/M507738/1","['-493306']"
"EP/P510166/1","['60157', '57814']"
"EP/M507726/1","['-254236', '-212727']"
"EP/K006061/1","['12009']"
"EP/N025938/1","['-303340']"
"EP/P001343/1","['-516859']"
"EP/P001297/1","['28488', '37749', '72078', '27178', '-87724']"
"EP/L025396/1","['21659']"
"EP/L015005/1","['79198', '10670']"
"EP/M02105X/1","['-457333']"
"EP/M005143/1","['5587', '49195', '-159795', '92167', '69939']"
"EP/N004256/1","['-382671']"
"EP/N004159/1","['8103']"
"EP/N01572X/1","['-426893', '31891', '46177']"
"EP/N015800/1","['108363', '89271']"
"EP/K029665/1","['56944']"
"EP/K029118/1","['-19876', '14115']"
"EP/K016784/1","['83145', '66455', '99090']"
"EP/K016792/1","['8891', '93226', '-420725', '-255333', '110062', '119955']"
"EP/L016648/1","['33629', '-189092', '-25091', '-25436', '-174038', '10082', '10843', '-37564', '-382710']"
"EP/L016087/1","['5179', '10928', '-444790']"
"EP/L016702/1","['75103', '98559', '-145946', '82965', '126664']"
"EP/L015978/1","['47424', '-214539', '-219248']"
"EP/L01548X/1","['84605', '46162', '50962']"
"EP/L003481/1","['-420725']"
"EP/K008323/1","['-16288', '-123003', '273', '7875', '5494', '8761', '107247', '132139']"
"EP/M002144/1","['-215744']"
"EP/K01711X/1","['5179', '-107177', '10928', '80862']"
"EP/M022250/1","['78648', '-420725']"
"EP/K016946/1","['-23413', '-391866', '-390519', '46872', '-188111', '39239', '-169647', '-108294', '109770', '116107', '69209', '-252570']"
"EP/M027791/1","['-431593']"
"EP/N00275X/1","['11746', '116954']"
"EP/M017095/1","['76609', '98559']"
"EP/N018389/1","['-477936']"
"EP/M022757/1","['-162039', '96441', '-111019']"
"EP/N007190/1","['84484', '28727', '-503002', '61514']"
"EP/M003175/1","['-472126']"
"EP/K029843/1","['107892', '46239', '1799']"
"EP/L013908/1","['-16288', '1313', '4656', '5494', '27409', '106167', '126124']"
"EP/N007131/1","['-523825']"
"EP/N510063/1","['40395']"
"EP/J016101/1","['-175388']"
"EP/L016982/1","['32110']"
"EP/L017024/1","['111741']"
"EP/M012379/1","['15550']"
"EP/M011682/1","['132139']"
"EP/L02621X/1","['11049', '2166', '125363']"
"EP/L024667/1","['98559', '76609', '-159795']"
"EP/M01780X/1","['-253429']"
"EP/L002957/1","['10082']"
"EP/N022661/1","['-455257']"
"EP/M027724/1","['-477918']"
"EP/N021037/1","['103654', '43757']"
"EP/N020715/1","['120483', '-19880', '3826']"
"EP/L025078/1","['61384', '-109623', '-20371']"
"EP/L012294/1","['43826']"
"EP/L012170/1","['57784']"
"EP/L012200/1","['48498']"
"EP/N031776/1","['14540', '28187', '-92680', '5480', '-165350', '-37721', '-158857', '54770', '94992', '107769', '-490603', '-483488']"
"EP/M028771/1","['27691', '27196', '38129', '75897']"
"EP/M029204/1","['29229']"
"EP/M029522/1","['38932', '7270', '-427494']"
"EP/N009908/1","['48498']"
"EP/N009886/1","['133324', '43826']"
"EP/N007921/1","['-459297']"
"EP/K016164/1","['11049', '2166']"
"EP/M009122/1","['17757', '41202', '7021', '-418082', '-305040', '-228147']"
"EP/M029506/1","['-494960']"
"EP/N016874/1","['-250177']"
"EP/M012700/1","['97751', '-189585', '1313', '4656']"
"EP/M012727/1","['107769', '14540']"
"EP/L027011/1","['3091']"
"EP/M001024/1","['-297059']"
"EP/M008517/1","['-485276']"
"EP/M018849/1","['-471680']"
"EP/M016315/1","['37796', '-466014']"
"EP/N033930/1","['44916']"
"EP/M022528/1","['-95963']"
"EP/M020207/1","['-466014']"
"EP/J016942/1","['43946']"
"EP/K031201/1","['7940', '61551', '61977']"
"EP/N033493/1","['-247182']"
"EP/L002302/1","['-438783']"
"EP/J016829/1","['56791', '37027']"
"EP/L01937X/1","['41956']"
"EP/K027743/1","['116998']"
"EP/H023348/1","['11671']"
"EP/M008436/1","['-481965']"
"EP/N013719/1","['-502132']"
"EP/M00516X/1","['-427018']"
"EP/M027694/1","['-516060']"
"EP/P003818/1","['-234585']"
"EP/P00377X/1","['8102']"
"EP/M028607/1","['-192945']"
"EP/M028682/1","['-461436']"
"EP/K016075/1","['102617']"
"EP/L016516/1","['11671', '51098']"
"EP/L016508/1","['37755', '21508']"
"EP/L015811/1","['-284236', '800', '15299']"
"EP/K029061/1","['31810']"
"EP/M023842/1","['-227427']"
"EP/N03242X/1","['-447127', '76361']"
"EP/L026422/1","['-472645']"
"EP/N028457/1","['-523445']"
"EP/N022408/1","['72345']"
"EP/L019841/1","['-463493']"
"EP/H023364/1","['4826']"
"EP/M013545/1","['57303']"
"EP/K024116/1","['-158151']"
"EP/K02390X/1","['68929', '-263951']"
"EP/L018802/2","['-108962']"
"EP/M000079/1","['27118']"
"EP/M018687/1","['-100308']"
"EP/M008525/1","['-428479', '21787']"
"EP/N018060/1","['67990', '-23502', '79505']"
"EP/N033701/1","['-21575']"
"EP/L02246X/1","['92687']"
"EP/K013939/1","['8734']"
"EP/N020154/1","['-458248']"
"EP/M002896/1","['-402773']"
"EP/L002442/1","['68565']"
"EP/M024784/1","['-442606']"
"EP/N021568/1","['-539419']"
"EP/L026767/1","['-462194']"
"EP/N009436/1","['81486']"
"EP/N006593/1","['31979']"
"EP/K029797/1","['121375']"
"EP/N017412/1","['-528447']"
"EP/L012154/1","['-258644']"
"EP/N003039/1","['4826', '-191097', '-106375', '-402128']"
"EP/L010305/1","['55322']"
"EP/N016777/1","['-524825']"
"EP/H023151/1","['28886', '-205951', '5975']"
"EP/M003191/2","['115295']"
"EP/N006461/1","['-94031', '-239747', '107924']"
"EP/L015692/1","['28886', '-205951', '5975']"
"EP/M018857/1","['-500424']"
"EP/J500938/1","['61320', '91850', '13992', '36435', '97269', '109046', '12646', '21518', '6433', '-234887', '68066']"
"EP/K00557X/2","['-93750']"
"EP/N005538/1","['-302138']"
"EP/N009428/1","['-150757']"
"EP/M025802/1","['-34320']"
"EP/M018903/1","['-502931']"
"EP/N014812/1","['-497324']"
"EP/N018702/1","['81544', '-422598', '-354171', '-422599']"
"EP/N02494X/1","['-21466', '50579', '-163375', '-486685', '-533910']"
"EP/M022897/1","['62151', '77321', '-450068']"
"EP/K027611/1","['3323']"
"EP/N021177/1","['-249530']"
"EP/L020920/1","['-220230', '-27590', '11136']"
"EP/L022680/1","['81544', '-354171']"
"EP/L023067/1","['-127748', '-187639']"
"EP/L505304/1","['-212492', '-427806', '-427653', '-261928', '-529339']"
"EP/M019306/1","['-451115']"
"EP/M019802/1","['34198', '45263', '66077']"
"EP/M022587/1","['-493930', '-403214', '69287', '-167458', '41506']"
"EP/K020501/1","['-114175', '-26511', '118436', '69614']"
"EP/N510105/1","['11136', '-58912', '-363929']"
"EP/L025620/1","['126124']"
"EP/N002474/1","['15956', '-364755', '-110248', '2637', '-13372']"
"EP/L002019/1","['43668', '-422016', '-422006', '-12991', '-413165', '105263', '-249530']"
"EP/M000303/1","['44684', '85832']"
"EP/L016052/1","['73322', '53062', '-183641', '55472', '116570']"
"EP/L016559/1","['1801', '-370273', '-178209', '-3155', '126978', '68984', '-238768']"
"EP/L016478/1","['-204179', '-12700', '-12400', '6974', '-354171']"
"EP/L015226/1","['-172152', '37147']"
"EP/N014588/1","['-217083', '-205784', '-21101', '-123491', '-81456', '-329662', '-414641', '105945', '-475109', '-446181', '-521206', '31979', '35436']"
"EP/L024799/1","['17160', '48095', '50221', '-109103', '-148001', '123480', '126042']"
"EP/N027078/1","['-204179', '-180681', '125756', '-423574', '-547220']"
"EP/N02723X/1","['44684', '53018', '-521077', '-494992']"
"EP/M000109/1","['-157990', '112421']"
"EP/M003663/1","['-407816']"
"EP/N021347/1","['-255153']"
"EP/K005278/1","['-13177', '-204179', '41506', '470', '-411747', '-305890']"
"EP/N008235/1","['-421466', '-181269', '-411498']"
"EP/L006472/1","['-425536', '-12400']"
"EP/N027167/1","['-5718', '-187504', '-12996', '-81456', '-429277']"
"EP/L505328/1","['-89740', '80543']"
"EP/N013220/1","['-423574']"
"S/A000027/1","['-204179', '-423574', '-353276', '-330496', '-267019', '-249530', '-245418', '-13185', '-13180', '470', '6974', '33964', '41506', '43668']"
"EP/N011554/1","['-409562', '-325896', '80543', '-482522', '-494992']"
"EP/N006771/1","['-514576', '101974', '121916', '103975', '31745']"
"EP/M010473/1","['15493', '99032']"
"EP/L005883/1","['48095', '-79144']"
"EP/L005409/1","['67555', '42124', '73259']"
"EP/N019628/1","['-93810']"
"EP/N024966/1","['15482', '-399895', '-504077']"
"EP/K020439/1","['6974', '-390807', '-391575', '-391235', '-391470', '48741', '81544']"
"EP/L020262/1","['-458510']"
"EP/N009258/1","['-403214', '-212492', '69287', '-325896']"
"EP/M029778/1","['101975', '-1628', '101974', '1745', '125803', '-170746', '15681', '81544', '-412686', '-409265']"
"EP/N034864/1","['-206955', '-266416']"
"EP/N021967/1","['-491727']"
"EP/M023869/1","['68663', '-459147', '33955']"
"EP/K027476/1","['-422598']"
"EP/L00531X/1","['-259829']"
"EP/L020688/1","['68959', '-28616', '-391365', '-301364', '-464749', '-464779']"
"EP/M009319/1","['-193123', '-403214', '56983', '69287']"
"EP/M026884/1","['-3404', '-410959', '-515486', '-420753', '-325786', '-13430']"
"EP/K020196/1","['13548', '-416875', '-110930', '74846', '66057']"
"EP/N023668/1","['-495224']"
"EP/K02020X/1","['-420903', '62200', '-17244', '4705', '111550']"
"EP/N019318/1","['68959', '-28452']"
"EP/N019229/1","['75997']"
"EP/N024877/1","['68959', '-301364', '-464749']"
"EP/L01890X/1","['46911']"
"EP/L019108/1","['73419', '101974', '-460507']"
"EP/L019396/1","['-189445', '-439815']"
"EP/M020142/1","['69287', '78815', '-403214', '-166092']"
"EP/K034537/2","['27579', '44531', '66014', '110723', '71158', '32479']"
"EP/N015487/1","['-27160', '126159']"
"EP/N014855/1","['96691', '-26959', '-128033']"
"EP/N015320/1","['96690']"
"EP/M001393/1","['-356382']"
"EP/I021884/1","['-151895']"
"EP/N022521/1","['68959']"
"EP/K031546/1","['-427806', '-2847', '-427653']"
"EP/N025946/1","['-215099']"
"S/A000022/1","['96467', '-414390', '-411747', '-395002', '-308395', '-305890', '-13724', '-13679', '-12400', '1547', '36749']"
"EP/N026993/1","['62200', '-172152', '-84630', '-490001', '-495224']"
"EP/M000133/1","['62200', '-172152']"
"EP/M003701/1","['-486045']"
"EP/K021672/2","['-217083']"
"EP/K023950/1","['-133651']"
"EP/K024078/1","['2031', '28958', '46999']"
